50,0.914814815
75,0.965892598
100,0.970609492
125,0.955464612
150,0.964861613
175,0.967291967
200,0.969951923
225,0.944003845
250,0.887313791
275,0.783998078
300,0.653772225
325,0.605478136
350,0.705670351
375,0.824843825
400,0.940172994
425,0.929601153
450,0.913983662
475,0.894762134
500,0.813730197
525,0.83185203
550,0.907496396
575,0.920951466
600,0.949771689
625,0.940836941
650,0.939168069
675,0.805962972
700,0.799471027
725,0.792017312
750,0.746512747
775,0.836219336
800,0.864838865
825,0.862674363
850,0.847930703
875,0.738868833
900,0.488808664
925,0.527088851
950,0.907295931
975,0.916025024
1000,0.910709988
1025,0.902744343
1050,0.818400771
1075,0.7176272
1100,0.791606368
1125,0.802507837
1150,0.821075476
1175,0.780323125
1200,0.872617612
1225,0.908323281
1250,0.908783784
1275,0.910955598
1300,0.854659585
1325,0.570669244
1350,0.627336732
1375,0.750246548
1400,0.779994948
1425,0.829102329
1450,0.846856826
